name,city,avg_rating,sample_comment
Casa Del Mar Inn Bandb,Santa Barbara,3.9263157894736844,"The hotel was 1/2 block from the beach. No pool which was a bummer. Overall a clean nice property. Short walk to food, beach, and retail."
Cascabel,Norwood,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Casino Queen Rv Park,East Saint Louis,,"The RV park is even worse than the casino! Shootings, homicides, arsons, you name it! East St. Louis, with every single square block crawling with serial killers, serial arsonists, wanted fugitives, prison escapees, and other dangerous criminals, is totally no place for an RV park, especially as AK-47 bullets, with an average muzzle velocity of roughly 1,600 miles per hour, can even tear through cinder block walls!"
Castle Kona Reef,Kailua Kona,3.5692307692307694,The condo was great. We did not have much interaction with the staff. We did sleep on the queen size murphy bed in the living room instead of the queen size bed in the actual bedroom. It was very hot and humid. The air conditioner in the living room does not cool off the bedroom. This condo is very close to shopping and dining. After each day of adventures we would walk to dinner at different joints. I will stay here again when I return.
Cedar Crest Inn,Camden,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Centennial Bed and Breakfast,Holland,3.888888888888889,"As everyone else has mentioned, you can walk downtown. Nice historic home and overall friendly owners. What we did not like was being told that we could not eat nor drink in our room due to new carpet installation. It would have been nice to know that prior to the reservation, as we do enjoy things like snacks and wine... More"
Central House,Bar Harbor,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Chalet Leon At Hector Falls,Burdett,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Chalfant House,Bishop,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Chelsea Inn,San Francisco,3.9849624060150375,"We totally enjoyed our stay! The room was affordable, clean and comfortable. The people at the front desk were kind and helpful. We found the neighborhood to be safe with easy access to public transportation. We will definitely return!"
Cherokee Lodge Bed and Breakfast,Coronado,4.4,Loved our stay! Thank you for being so welcoming
Cherry Orchard Inn,Sunnyvale,2.9305555555555554,Despratet need of remodel Staff very helpful and friendly.
Chippewa Hotel,Gaylord,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Citrus Hills Lodge Hernando,Hernando,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services."
City Express Irapuato,Mobile,4.0754716981132075,Great hotel! Loved the breakfast provided everyday.
Clarion,Cleveland,,"Moderately priced hotel chain offers a clean, consistent stay and complimentary breakfast. In ShortPart of the Hilton hotel family, this chain caters to travelers by offering high-quality accommodations at mid-range rates. Amenities include complimentary in-room high-speed Internet access, coffeemakers, irons and portable lap desks. Coffee and tea are offered round-the-clock in the lobby, and a free breakfast buffet with items like muffins, eggs, sausage and fruit is served daily. Fax service is available at the front desk."
Clarion Inn,Elk City,3.2,The worst check in 40 plus years of travel. This 30 plus year old property was once a Hoildome and well maintained not now. A Clarion with Choice hotels will not be a choice for us in the future. Granted check in is posted as 4:00 we arrived early to find no exceptions and the Holidome had the air turned... More
Clarion Inn Strasburg - Lancaster,Strasburg,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Clarion Suites Philadelphia,Philadelphia,3.3,American Airlines voucher put me here one night due to delayed flight. Everything was ok until I woke up itching and covered with bed bug bites on the left side of my body!! Philadelphia has the second highest incidence of bedbugs in the U.S. so BEWARE!
Clatskanie River Inn,Clatskanie,4.490566037735849,This hotel stay was all that we hoped for and more! We only stayed for 1 night however I would definitely recommend this hotel to anyone and when we come back this way again we will definitely stay here. We stayed in a king bed room that had a microwave and a refrigerator. The room was large and very clean.... More
Cliff's Motor Inn,Saint Leonard,1.0,"Absolutely one of the filthiest motels in the America. The carpets are soiled and the room smelled like Raw sewage, when I asked the owner he told me he does not clean the rooms it is the renters resposbility. You can find him at the liquor store he owns, He is just preying on tourists!!!"
Cliffrose Lodge Gardens,Springdale,4.7025316455696204,"Well trained, energetic, customer focused staff in all parts of the operation. Perfect location. Beautiful property. We did have an issue at the beginning of our stay with hot water quickly running out but the Staff and the General Manager in particular addressed it quickly and completely. We will return."
Cliffs 7305 By Redawning,Princeville,4.338461538461538,"This hotel is located in one of the best locations in Kauai- it has beautiful views of the ocean. The rooms are very spacious and are equipped with a full kitchen which is helpful, especially if you don't want to spend a lot of money eating out three times a day. The hotel does not have an access to a... More"
Close For You,Carnegie,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
"Club Quarters, Rockefeller Center",New York,3.0,"The location of the hotel is perfect if your a regular with the subway lines in the city. You can catch the D,V,F trains that split across manhattan each way. The rooms are small but very nice and clean. Theres a very good deli downstairs right next store. You right around the corner from 30 rock which is nice. The only downfall is things close early around rockafellar center so you have to walk a couple blocks from here. No big deal really. If you can get the room for under 125 its worth it. I got it for 95 on a site..."
Clubhouse At River Country Est,Piney Creek,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Colonial Inns of Ontario,Ontario,4.0,"We stayed at Colonial Inn in May,2009.The rooms were clean,comfortable.The staff was very friendly and warm,and directed us to a great mexican restaurant.We especially liked the indoor pool with the hot tub.We've stayed with them before,and have always enjoyed the family owned atmosphere,and have always received a warm,friendly greeting every time we arrived.Other hotels we have stayed at were good,too,but this one always has the feeling of home-away-from home.Would reccomend this place to anyone."
